year,origin_iso3,asylum_iso3,country_origin,country_asylum,refugees_out,asylum_seekers_out,total_displaced_out
2019,SLV,ISL,El Salvador,Iceland,16,0,16
2019,SLV,IRL,El Salvador,Ireland,5,18,23
2019,SLV,ITA,El Salvador,Italy,3291,1136,4427
2019,SLV,MEX,El Salvador,Mexico,7244,9563,16807
2019,SLV,MLT,El Salvador,Malta,0,5,5
2019,SLV,NLD,El Salvador,Netherlands (Kingdom of the),0,34,34
2019,SLV,NIC,El Salvador,Nicaragua,219,100,319
2019,SLV,NOR,El Salvador,Norway,10,0,10
2019,SLV,NZL,El Salvador,New Zealand,5,0,5
2019,SLV,PAN,El Salvador,Panama,344,1357,1701
2019,SLV,PRY,El Salvador,Paraguay,13,0,13
2019,SLV,PER,El Salvador,Peru,6,8,14
2019,SLV,SLV,El Salvador,El Salvador,0,0,0
2019,SLV,ESP,El Salvador,Spain,274,6095,6369
2019,SLV,SWE,El Salvador,Sweden,127,215,342
2019,SLV,CHE,El Salvador,Switzerland,7,8,15
2019,SLV,URY,El Salvador,Uruguay,37,18,55
2019,SLV,USA,El Salvador,United States of America,26216,113404,139620
2020,SLV,ARG,El Salvador,Argentina,46,34,80
2020,SLV,AUS,El Salvador,Australia,10,30,40
2020,SLV,BEL,El Salvador,Belgium,442,1570,2012
2020,SLV,BRA,El Salvador,Brazil,59,5,64
2020,SLV,BLZ,El Salvador,Belize,24,1309,1333
2020,SLV,CAN,El Salvador,Canada,1540,570,2110
2020,SLV,CHL,El Salvador,Chile,9,27,36
2020,SLV,COL,El Salvador,Colombia,11,0,11
2020,SLV,CRI,El Salvador,Costa Rica,1384,141,1525
2020,SLV,DNK,El Salvador,Denmark,5,0,5
2020,SLV,ECU,El Salvador,Ecuador,23,8,31
2020,SLV,FIN,El Salvador,Finland,10,5,15
2020,SLV,FRA,El Salvador,France,75,7,82
2020,SLV,GBR,El Salvador,United Kingdom of Great Britain and Northern Ireland,551,1598,2149
2020,SLV,DEU,El Salvador,Germany,121,43,164
2020,SLV,GRC,El Salvador,Greece,12,0,12
2020,SLV,GTM,El Salvador,Guatemala,265,222,487
2020,SLV,HND,El Salvador,Honduras,22,9,31
2020,SLV,ISL,El Salvador,Iceland,18,0,18
2020,SLV,IRL,El Salvador,Ireland,13,28,41
2020,SLV,ITA,El Salvador,Italy,2826,1298,4124
2020,SLV,MEX,El Salvador,Mexico,9231,10793,20024
2020,SLV,MLT,El Salvador,Malta,0,5,5
2020,SLV,NLD,El Salvador,Netherlands (Kingdom of the),5,48,53
2020,SLV,NIC,El Salvador,Nicaragua,210,100,310
2020,SLV,NOR,El Salvador,Norway,10,0,10
2020,SLV,NZL,El Salvador,New Zealand,5,0,5
2020,SLV,PAN,El Salvador,Panama,363,972,1335
2020,SLV,PRY,El Salvador,Paraguay,13,5,18
2020,SLV,PER,El Salvador,Peru,9,5,14
2020,SLV,SLV,El Salvador,El Salvador,0,0,0
2020,SLV,ESP,El Salvador,Spain,698,4370,5068
2020,SLV,SWE,El Salvador,Sweden,146,74,220
2020,SLV,CHE,El Salvador,Switzerland,8,5,13
2020,SLV,URY,El Salvador,Uruguay,42,13,55
2020,SLV,USA,El Salvador,United States of America,27434,126248,153682
2021,SLV,ARG,El Salvador,Argentina,47,36,83
2021,SLV,AUS,El Salvador,Australia,12,30,42
2021,SLV,BEL,El Salvador,Belgium,542,595,1137
2021,SLV,BRA,El Salvador,Brazil,59,6,65
2021,SLV,BLZ,El Salvador,Belize,70,1156,1226
2021,SLV,CAN,El Salvador,Canada,1604,431,2035
2021,SLV,CHL,El Salvador,Chile,9,27,36
2021,SLV,COL,El Salvador,Colombia,7,5,12
2021,SLV,CRI,El Salvador,Costa Rica,1529,53,1582
2021,SLV,DNK,El Salvador,Denmark,5,0,5
2021,SLV,ECU,El Salvador,Ecuador,27,5,32
2021,SLV,FIN,El Salvador,Finland,10,5,15
2021,SLV,FRA,El Salvador,France,111,5,116
2021,SLV,GBR,El Salvador,United Kingdom of Great Britain and Northern Ireland,820,2287,3107
2021,SLV,DEU,El Salvador,Germany,143,65,208
2021,SLV,GRC,El Salvador,Greece,12,0,12
2021,SLV,GTM,El Salvador,Guatemala,278,485,763
2021,SLV,HND,El Salvador,Honduras,22,0,22
2021,SLV,ISL,El Salvador,Iceland,20,0,20
2021,SLV,IRL,El Salvador,Ireland,34,42,76
2021,SLV,ITA,El Salvador,Italy,3718,634,4352
2021,SLV,MEX,El Salvador,Mexico,12265,11443,23708
2021,SLV,MLT,El Salvador,Malta,0,5,5
2021,SLV,NLD,El Salvador,Netherlands (Kingdom of the),38,30,68
2021,SLV,NIC,El Salvador,Nicaragua,212,100,312
2021,SLV,NOR,El Salvador,Norway,9,0,9
2021,SLV,PAN,El Salvador,Panama,363,952,1315
2021,SLV,PRY,El Salvador,Paraguay,12,5,17
2021,SLV,PER,El Salvador,Peru,10,5,15
2021,SLV,SLV,El Salvador,El Salvador,0,0,0
2021,SLV,ESP,El Salvador,Spain,859,3540,4399
2021,SLV,SWE,El Salvador,Sweden,142,43,185
2021,SLV,CHE,El Salvador,Switzerland,8,5,13
2021,SLV,URY,El Salvador,Uruguay,48,7,55
2021,SLV,USA,El Salvador,United States of America,28996,131244,160240
2024,SLV,ARG,El Salvador,Argentina,55,18,73
2024,SLV,AUS,El Salvador,Australia,0,24,24
2024,SLV,BEL,El Salvador,Belgium,445,410,855
2024,SLV,BRA,El Salvador,Brazil,41,27,68
2024,SLV,BLZ,El Salvador,Belize,156,1125,1281
2024,SLV,CAN,El Salvador,Canada,831,298,1129
2024,SLV,CHL,El Salvador,Chile,9,27,36
2024,SLV,COL,El Salvador,Colombia,7,0,7
2024,SLV,CRI,El Salvador,Costa Rica,1370,1153,2523
2024,SLV,DNK,El Salvador,Denmark,5,0,5
2024,SLV,ECU,El Salvador,Ecuador,38,0,38
2024,SLV,FIN,El Salvador,Finland,5,5,10
2024,SLV,FRA,El Salvador,France,172,5,177
2024,SLV,GBR,El Salvador,United Kingdom of Great Britain and Northern Ireland,3690,237,3927
2024,SLV,DEU,El Salvador,Germany,272,200,472
2024,SLV,GRC,El Salvador,Greece,5,5,10
2024,SLV,GTM,El Salvador,Guatemala,569,567,1136
2024,SLV,HND,El Salvador,Honduras,27,0,27
2024,SLV,ISL,El Salvador,Iceland,7,5,12
2024,SLV,IRL,El Salvador,Ireland,210,273,483
2024,SLV,ITA,El Salvador,Italy,4266,2326,6592
2024,SLV,LUX,El Salvador,Luxembourg,0,5,5
2024,SLV,MEX,El Salvador,Mexico,21016,12056,33072
2024,SLV,NLD,El Salvador,Netherlands (Kingdom of the),81,45,126
2024,SLV,NOR,El Salvador,Norway,18,14,32
2024,SLV,PAN,El Salvador,Panama,733,178,911
2024,SLV,PRY,El Salvador,Paraguay,12,0,12
2024,SLV,PER,El Salvador,Peru,10,23,33
2024,SLV,SLV,El Salvador,El Salvador,0,0,0
2024,SLV,ESP,El Salvador,Spain,1723,2245,3968
2024,SLV,SWE,El Salvador,Sweden,157,17,174
2024,SLV,CHE,El Salvador,Switzerland,21,14,35
2024,SLV,URY,El Salvador,Uruguay,48,12,60
2024,SLV,USA,El Salvador,United States of America,35766,115460,151226
2023,SLV,ARG,El Salvador,Argentina,50,32,82
2023,SLV,AUS,El Salvador,Australia,0,22,22
2023,SLV,BEL,El Salvador,Belgium,517,365,882
2023,SLV,BRA,El Salvador,Brazil,34,27,61
2023,SLV,BLZ,El Salvador,Belize,140,1131,1271
2023,SLV,CAN,El Salvador,Canada,673,298,971
2023,SLV,CHL,El Salvador,Chile,9,27,36
2023,SLV,COL,El Salvador,Colombia,7,0,7
2023,SLV,CRI,El Salvador,Costa Rica,1638,84,1722
2023,SLV,DNK,El Salvador,Denmark,5,0,5
2023,SLV,ECU,El Salvador,Ecuador,27,0,27
2023,SLV,FIN,El Salvador,Finland,10,16,26
2023,SLV,FRA,El Salvador,France,141,31,172
2023,SLV,GBR,El Salvador,United Kingdom of Great Britain and Northern Ireland,3610,307,3917
2023,SLV,DEU,El Salvador,Germany,266,249,515
2023,SLV,GRC,El Salvador,Greece,11,5,16
2023,SLV,GTM,El Salvador,Guatemala,469,455,924
2023,SLV,HND,El Salvador,Honduras,26,5,31
2023,SLV,ISL,El Salvador,Iceland,25,10,35
2023,SLV,IRL,El Salvador,Ireland,150,238,388
2023,SLV,ITA,El Salvador,Italy,4197,1418,5615
2023,SLV,LUX,El Salvador,Luxembourg,0,5,5
2023,SLV,MEX,El Salvador,Mexico,18996,11548,30544
2023,SLV,NLD,El Salvador,Netherlands (Kingdom of the),94,66,160
2023,SLV,NIC,El Salvador,Nicaragua,210,98,308
2023,SLV,NOR,El Salvador,Norway,15,11,26
2023,SLV,PAN,El Salvador,Panama,443,823,1266
2023,SLV,PRY,El Salvador,Paraguay,12,0,12
2023,SLV,PER,El Salvador,Peru,10,22,32
2023,SLV,SLV,El Salvador,El Salvador,0,0,0
2023,SLV,ESP,El Salvador,Spain,1576,3205,4781
2023,SLV,SWE,El Salvador,Sweden,125,57,182
2023,SLV,CHE,El Salvador,Switzerland,16,26,42
2023,SLV,URY,El Salvador,Uruguay,48,13,61
2023,SLV,USA,El Salvador,United States of America,35083,112448,147531
2022,SLV,ARG,El Salvador,Argentina,50,35,85
2022,SLV,AUS,El Salvador,Australia,14,29,43
2022,SLV,BEL,El Salvador,Belgium,526,425,951
2022,SLV,BRA,El Salvador,Brazil,62,5,67
2022,SLV,BLZ,El Salvador,Belize,112,1137,1249
2022,SLV,CAN,El Salvador,Canada,630,369,999
2022,SLV,CHL,El Salvador,Chile,9,27,36
2022,SLV,COL,El Salvador,Colombia,7,0,7
2022,SLV,CRI,El Salvador,Costa Rica,1637,188,1825
2022,SLV,DNK,El Salvador,Denmark,5,0,5
2022,SLV,ECU,El Salvador,Ecuador,27,7,34
2022,SLV,FIN,El Salvador,Finland,10,17,27
2022,SLV,FRA,El Salvador,France,126,22,148
2022,SLV,GBR,El Salvador,United Kingdom of Great Britain and Northern Ireland,1168,2709,3877
2022,SLV,DEU,El Salvador,Germany,210,153,363
2022,SLV,GRC,El Salvador,Greece,12,0,12
2022,SLV,GTM,El Salvador,Guatemala,366,475,841
2022,SLV,HND,El Salvador,Honduras,26,13,39
2022,SLV,ISL,El Salvador,Iceland,25,5,30
2022,SLV,IRL,El Salvador,Ireland,121,129,250
2022,SLV,ITA,El Salvador,Italy,4084,1083,5167
2022,SLV,LUX,El Salvador,Luxembourg,0,10,10
2022,SLV,MEX,El Salvador,Mexico,15125,14206,29331
2022,SLV,NLD,El Salvador,Netherlands (Kingdom of the),84,74,158
2022,SLV,NIC,El Salvador,Nicaragua,211,98,309
2022,SLV,NOR,El Salvador,Norway,10,10,20
2022,SLV,PAN,El Salvador,Panama,393,860,1253
2022,SLV,PRY,El Salvador,Paraguay,12,5,17
2022,SLV,PER,El Salvador,Peru,10,0,10
2022,SLV,SLV,El Salvador,El Salvador,0,0,0
2022,SLV,ESP,El Salvador,Spain,1209,3765,4974
2022,SLV,SWE,El Salvador,Sweden,138,108,246
2022,SLV,CHE,El Salvador,Switzerland,11,13,24
2022,SLV,URY,El Salvador,Uruguay,48,6,54
2022,SLV,USA,El Salvador,United States of America,32143,122775,154918
2019,SUR,BRA,Suriname,Brazil,0,17,17
2019,SUR,CAN,Suriname,Canada,0,7,7
2019,SUR,FRA,Suriname,France,5,6,11
2019,SUR,NLD,Suriname,Netherlands (Kingdom of the),0,5,5
2019,SUR,USA,Suriname,United States of America,12,37,49
2020,SUR,BEL,Suriname,Belgium,0,60,60
2020,SUR,BRA,Suriname,Brazil,0,22,22
2020,SUR,FRA,Suriname,France,5,7,12
2020,SUR,NLD,Suriname,Netherlands (Kingdom of the),0,13,13
2020,SUR,USA,Suriname,United States of America,12,44,56
2021,SUR,BEL,Suriname,Belgium,0,15,15
2021,SUR,BRA,Suriname,Brazil,0,23,23
2021,SUR,CAN,Suriname,Canada,0,5,5
2021,SUR,FRA,Suriname,France,11,17,28
2021,SUR,USA,Suriname,United States of America,11,58,69
2024,SUR,BEL,Suriname,Belgium,0,36,36
2024,SUR,BRA,Suriname,Brazil,0,46,46
2024,SUR,CAN,Suriname,Canada,7,9,16
2024,SUR,FRA,Suriname,France,24,15,39
2024,SUR,MEX,Suriname,Mexico,0,21,21
2024,SUR,NLD,Suriname,Netherlands (Kingdom of the),7,10,17
2024,SUR,URY,Suriname,Uruguay,0,9,9
2024,SUR,USA,Suriname,United States of America,12,105,117
2023,SUR,BEL,Suriname,Belgium,0,35,35
2023,SUR,BRA,Suriname,Brazil,0,27,27
2023,SUR,CAN,Suriname,Canada,6,5,11
2023,SUR,FRA,Suriname,France,17,7,24
2023,SUR,MEX,Suriname,Mexico,0,22,22
2023,SUR,NLD,Suriname,Netherlands (Kingdom of the),7,5,12
2023,SUR,SUR,Suriname,Suriname,0,0,0
2023,SUR,URY,Suriname,Uruguay,0,5,5
2023,SUR,USA,Suriname,United States of America,12,73,85
2022,SUR,BEL,Suriname,Belgium,0,20,20
2022,SUR,BRA,Suriname,Brazil,0,30,30
2022,SUR,CAN,Suriname,Canada,0,10,10
2022,SUR,FRA,Suriname,France,14,10,24
2022,SUR,MEX,Suriname,Mexico,0,12,12
2022,SUR,NLD,Suriname,Netherlands (Kingdom of the),9,7,16
2022,SUR,SUR,Suriname,Suriname,0,0,0
2022,SUR,USA,Suriname,United States of America,12,58,70
2019,TTO,BRB,Trinidad and Tobago,Barbados,0,5,5
2019,TTO,BRA,Trinidad and Tobago,Brazil,0,7,7
2019,TTO,CAN,Trinidad and Tobago,Canada,87,53,140
2019,TTO,GBR,Trinidad and Tobago,United Kingdom of Great Britain and Northern Ireland,89,92,181
2019,TTO,DEU,Trinidad and Tobago,Germany,5,5,10
2019,TTO,IRL,Trinidad and Tobago,Ireland,0,5,5
2019,TTO,NLD,Trinidad and Tobago,Netherlands (Kingdom of the),77,12,89
2019,TTO,ESP,Trinidad and Tobago,Spain,0,5,5
2019,TTO,TTO,Trinidad and Tobago,Trinidad and Tobago,0,0,0
2019,TTO,USA,Trinidad and Tobago,United States of America,49,224,273
2020,TTO,BRA,Trinidad and Tobago,Brazil,0,7,7
2020,TTO,CAN,Trinidad and Tobago,Canada,66,47,113
2020,TTO,GBR,Trinidad and Tobago,United Kingdom of Great Britain and Northern Ireland,97,106,203
2020,TTO,DEU,Trinidad and Tobago,Germany,5,10,15
2020,TTO,IRL,Trinidad and Tobago,Ireland,0,5,5
2020,TTO,NLD,Trinidad and Tobago,Netherlands (Kingdom of the),80,5,85
2020,TTO,ESP,Trinidad and Tobago,Spain,5,0,5
2020,TTO,TTO,Trinidad and Tobago,Trinidad and Tobago,0,0,0
2020,TTO,USA,Trinidad and Tobago,United States of America,42,234,276
2021,TTO,BRA,Trinidad and Tobago,Brazil,0,7,7
2021,TTO,CAN,Trinidad and Tobago,Canada,51,37,88
2021,TTO,GBR,Trinidad and Tobago,United Kingdom of Great Britain and Northern Ireland,99,154,253
2021,TTO,DEU,Trinidad and Tobago,Germany,7,5,12
2021,TTO,NLD,Trinidad and Tobago,Netherlands (Kingdom of the),83,12,95
2021,TTO,ESP,Trinidad and Tobago,Spain,5,5,10
2021,TTO,TTO,Trinidad and Tobago,Trinidad and Tobago,0,0,0
2021,TTO,USA,Trinidad and Tobago,United States of America,40,288,328
2024,TTO,BEL,Trinidad and Tobago,Belgium,0,7,7
2024,TTO,BRA,Trinidad and Tobago,Brazil,6,27,33
2024,TTO,CAN,Trinidad and Tobago,Canada,123,201,324
2024,TTO,GBR,Trinidad and Tobago,United Kingdom of Great Britain and Northern Ireland,206,469,675
2024,TTO,DEU,Trinidad and Tobago,Germany,9,11,20
2024,TTO,IRL,Trinidad and Tobago,Ireland,0,5,5
2024,TTO,ITA,Trinidad and Tobago,Italy,0,5,5
2024,TTO,MEX,Trinidad and Tobago,Mexico,5,12,17
2024,TTO,NLD,Trinidad and Tobago,Netherlands (Kingdom of the),79,19,98
2024,TTO,ESP,Trinidad and Tobago,Spain,9,10,19
2024,TTO,TTO,Trinidad and Tobago,Trinidad and Tobago,0,0,0
2024,TTO,USA,Trinidad and Tobago,United States of America,37,344,381
2023,TTO,BRA,Trinidad and Tobago,Brazil,0,28,28
2023,TTO,CAN,Trinidad and Tobago,Canada,55,96,151
2023,TTO,GBR,Trinidad and Tobago,United Kingdom of Great Britain and Northern Ireland,146,368,514
2023,TTO,DEU,Trinidad and Tobago,Germany,9,7,16
2023,TTO,MEX,Trinidad and Tobago,Mexico,5,8,13
2023,TTO,NLD,Trinidad and Tobago,Netherlands (Kingdom of the),88,13,101
2023,TTO,ESP,Trinidad and Tobago,Spain,9,5,14
2023,TTO,TTO,Trinidad and Tobago,Trinidad and Tobago,0,0,0
2023,TTO,USA,Trinidad and Tobago,United States of America,39,294,333
2022,TTO,BEL,Trinidad and Tobago,Belgium,0,10,10
2022,TTO,BRA,Trinidad and Tobago,Brazil,0,13,13
2022,TTO,CAN,Trinidad and Tobago,Canada,48,77,125
2022,TTO,GBR,Trinidad and Tobago,United Kingdom of Great Britain and Northern Ireland,105,226,331
2022,TTO,DEU,Trinidad and Tobago,Germany,5,0,5
2022,TTO,IRL,Trinidad and Tobago,Ireland,0,5,5
2022,TTO,MEX,Trinidad and Tobago,Mexico,5,5,10
2022,TTO,NLD,Trinidad and Tobago,Netherlands (Kingdom of the),94,15,109
2022,TTO,ESP,Trinidad and Tobago,Spain,5,10,15
2022,TTO,TTO,Trinidad and Tobago,Trinidad and Tobago,0,0,0
2022,TTO,USA,Trinidad and Tobago,United States of America,34,266,300
2019,VEN,ABW,Venezuela,Aruba,0,398,398
2019,VEN,AIA,Venezuela,Anguilla,0,0,0
2019,VEN,ALB,Venezuela,Albania,5,0,5
2019,VEN,ARG,Venezuela,Argentina,309,2717,3026
2019,VEN,AUS,Venezuela,Australia,72,274,346
2019,VEN,AUT,Venezuela,Austria,31,29,60
2019,VEN,BRB,Venezuela,Barbados,0,5,5
2019,VEN,BEL,Venezuela,Belgium,273,322,595
2019,VEN,BOL,Venezuela,Bolivia (Plurinational State of),0,235,235
2019,VEN,BRA,Venezuela,Brazil,20941,103657,124598
2019,VEN,CAN,Venezuela,Canada,3067,1388,4455
2019,VEN,CYM,Venezuela,Cayman Islands,0,0,0
2019,VEN,CHL,Venezuela,Chile,14,2768,2782
2019,VEN,COL,Venezuela,Colombia,425,8824,9249
2019,VEN,CRI,Venezuela,Costa Rica,577,6809,7386
2019,VEN,CUW,Venezuela,Curacao ,14,296,310
2019,VEN,CYP,Venezuela,Cyprus,0,5,5
2019,VEN,CZE,Venezuela,Czechia,0,35,35
2019,VEN,DNK,Venezuela,Denmark,5,14,19
2019,VEN,DOM,Venezuela,Dominican Republic,0,246,246
2019,VEN,ECU,Venezuela,Ecuador,374,14442,14816
2019,VEN,FIN,Venezuela,Finland,7,13,20
2019,VEN,FRA,Venezuela,France,551,676,1227
2019,VEN,GBR,Venezuela,United Kingdom of Great Britain and Northern Ireland,51,42,93
2019,VEN,DEU,Venezuela,Germany,320,923,1243
2019,VEN,GRC,Venezuela,Greece,6,34,40
2019,VEN,GTM,Venezuela,Guatemala,23,49,72
2019,VEN,GUY,Venezuela,Guyana,0,0,0
2019,VEN,HND,Venezuela,Honduras,7,0,7
2019,VEN,ISL,Venezuela,Iceland,164,32,196
2019,VEN,IND,Venezuela,India,0,9,9
2019,VEN,IRL,Venezuela,Ireland,46,104,150
2019,VEN,ISR,Venezuela,Israel,0,5,5
2019,VEN,ITA,Venezuela,Italy,1988,580,2568
2019,VEN,JAM,Venezuela,Jamaica,0,0,0
2019,VEN,JOR,Venezuela,Jordan,0,5,5
2019,VEN,KOR,Venezuela,Rep. of Korea,0,14,14
2019,VEN,LUX,Venezuela,Luxembourg,15,55,70
2019,VEN,MEX,Venezuela,Mexico,8781,8614,17395
2019,VEN,MLT,Venezuela,Malta,5,65,70
2019,VEN,NLD,Venezuela,Netherlands (Kingdom of the),13,207,220
2019,VEN,NOR,Venezuela,Norway,15,24,39
2019,VEN,PAN,Venezuela,Panama,61,3724,3785
2019,VEN,PRY,Venezuela,Paraguay,750,8,758
2019,VEN,PER,Venezuela,Peru,1230,482571,483801
2019,VEN,POL,Venezuela,Poland,0,5,5
2019,VEN,PRT,Venezuela,Portugal,0,67,67
2019,VEN,ESP,Venezuela,Spain,35243,33960,69203
2019,VEN,SUR,Venezuela,Suriname,8,215,223
2019,VEN,SWE,Venezuela,Sweden,13,220,233
2019,VEN,CHE,Venezuela,Switzerland,15,49,64
2019,VEN,TTO,Venezuela,Trinidad and Tobago,2040,14296,16336
2019,VEN,URY,Venezuela,Uruguay,74,472,546
2019,VEN,USA,Venezuela,United States of America,15706,104989,120695
2019,VEN,VCT,Venezuela,Saint Vincent and the Grenadines,0,0,0
2019,VEN,VEN,Venezuela,Venezuela,0,0,0
2020,VEN,ABW,Venezuela,Aruba,0,0,0
2020,VEN,AIA,Venezuela,Anguilla,0,0,0
2020,VEN,ALB,Venezuela,Albania,5,0,5
2020,VEN,ARG,Venezuela,Argentina,312,3826,4138
2020,VEN,AUS,Venezuela,Australia,139,310,449
2020,VEN,AUT,Venezuela,Austria,61,34,95
2020,VEN,BRB,Venezuela,Barbados,0,5,5
2020,VEN,BEL,Venezuela,Belgium,399,505,904
2020,VEN,BOL,Venezuela,Bolivia (Plurinational State of),242,157,399
2020,VEN,BRA,Venezuela,Brazil,46675,90934,137609
2020,VEN,BGR,Venezuela,Bulgaria,0,5,5
2020,VEN,CAN,Venezuela,Canada,3524,1000,4524
2020,VEN,CYM,Venezuela,Cayman Islands,0,0,0
2020,VEN,CHL,Venezuela,Chile,14,2763,2777
2020,VEN,COL,Venezuela,Colombia,771,19587,20358
2020,VEN,CRI,Venezuela,Costa Rica,1266,5422,6688
2020,VEN,CUW,Venezuela,Curacao ,24,285,309
2020,VEN,CZE,Venezuela,Czechia,5,13,18
2020,VEN,DNK,Venezuela,Denmark,5,11,16
2020,VEN,DOM,Venezuela,Dominican Republic,0,275,275
2020,VEN,ECU,Venezuela,Ecuador,410,13648,14058
2020,VEN,FIN,Venezuela,Finland,7,9,16
2020,VEN,FRA,Venezuela,France,778,748,1526
2020,VEN,GBR,Venezuela,United Kingdom of Great Britain and Northern Ireland,61,41,102
2020,VEN,DEU,Venezuela,Germany,757,748,1505
2020,VEN,GRC,Venezuela,Greece,13,20,33
2020,VEN,GRD,Venezuela,Grenada,0,0,0
2020,VEN,GTM,Venezuela,Guatemala,27,76,103
2020,VEN,GUY,Venezuela,Guyana,0,0,0
2020,VEN,HND,Venezuela,Honduras,7,5,12
2020,VEN,ISL,Venezuela,Iceland,294,10,304
2020,VEN,IND,Venezuela,India,5,6,11
2020,VEN,IDN,Venezuela,Indonesia,0,5,5
2020,VEN,IRL,Venezuela,Ireland,101,90,191
2020,VEN,ISR,Venezuela,Israel,0,5,5
2020,VEN,ITA,Venezuela,Italy,2119,780,2899
2020,VEN,JAM,Venezuela,Jamaica,0,0,0
2020,VEN,JOR,Venezuela,Jordan,0,5,5
2020,VEN,KOR,Venezuela,Rep. of Korea,0,11,11
2020,VEN,LBN,Venezuela,Lebanon,0,5,5
2020,VEN,LUX,Venezuela,Luxembourg,5,74,79
2020,VEN,MEX,Venezuela,Mexico,13014,7362,20376
2020,VEN,MNE,Venezuela,Montenegro,0,5,5
2020,VEN,MLT,Venezuela,Malta,6,68,74
2020,VEN,NLD,Venezuela,Netherlands (Kingdom of the),30,197,227
2020,VEN,NOR,Venezuela,Norway,15,0,15
2020,VEN,PAN,Venezuela,Panama,65,2596,2661
2020,VEN,PRY,Venezuela,Paraguay,1251,795,2046
2020,VEN,PER,Venezuela,Peru,2628,532303,534931
2020,VEN,POL,Venezuela,Poland,0,5,5
2020,VEN,PRT,Venezuela,Portugal,0,76,76
2020,VEN,SLV,Venezuela,El Salvador,0,16,16
2020,VEN,ESP,Venezuela,Spain,75640,19065,94705
2020,VEN,KNA,Venezuela,Saint Kitts and Nevis,0,0,0
2020,VEN,SUR,Venezuela,Suriname,12,267,279
2020,VEN,SWE,Venezuela,Sweden,28,94,122
2020,VEN,CHE,Venezuela,Switzerland,39,23,62
2020,VEN,SXM,Venezuela,Sint Maarten (Dutch part),0,8,8
2020,VEN,TTO,Venezuela,Trinidad and Tobago,2841,16664,19505
2020,VEN,URY,Venezuela,Uruguay,225,636,861
2020,VEN,USA,Venezuela,United States of America,17292,129667,146959
2020,VEN,VCT,Venezuela,Saint Vincent and the Grenadines,0,0,0
2020,VEN,VEN,Venezuela,Venezuela,0,0,0
2021,VEN,ABW,Venezuela,Aruba,0,0,0
2021,VEN,AIA,Venezuela,Anguilla,0,0,0
2021,VEN,ALB,Venezuela,Albania,5,0,5
2021,VEN,ARG,Venezuela,Argentina,315,5580,5895
2021,VEN,AUS,Venezuela,Australia,143,336,479
2021,VEN,AUT,Venezuela,Austria,83,32,115
2021,VEN,BRB,Venezuela,Barbados,0,5,5
2021,VEN,BEL,Venezuela,Belgium,479,250,729
2021,VEN,BOL,Venezuela,Bolivia (Plurinational State of),243,0,243
2021,VEN,BRA,Venezuela,Brazil,48931,85738,134669
2021,VEN,BGR,Venezuela,Bulgaria,0,5,5
2021,VEN,CAN,Venezuela,Canada,4108,748,4856
2021,VEN,CYM,Venezuela,Cayman Islands,0,0,0
2021,VEN,CHL,Venezuela,Chile,22,4714,4736
2021,VEN,COL,Venezuela,Colombia,1297,28785,30082
2021,VEN,CRI,Venezuela,Costa Rica,1492,7288,8780
2021,VEN,CUW,Venezuela,Curacao ,0,0,0
2021,VEN,CZE,Venezuela,Czechia,7,8,15
2021,VEN,DNK,Venezuela,Denmark,5,0,5
2021,VEN,DOM,Venezuela,Dominican Republic,0,278,278
2021,VEN,ECU,Venezuela,Ecuador,798,4255,5053
2021,VEN,FIN,Venezuela,Finland,7,6,13
2021,VEN,FRA,Venezuela,France,1232,425,1657
2021,VEN,GBR,Venezuela,United Kingdom of Great Britain and Northern Ireland,67,31,98
2021,VEN,DEU,Venezuela,Germany,1113,728,1841
2021,VEN,GRC,Venezuela,Greece,14,5,19
2021,VEN,GRD,Venezuela,Grenada,0,0,0
2021,VEN,GTM,Venezuela,Guatemala,36,126,162
2021,VEN,GUY,Venezuela,Guyana,0,0,0
2021,VEN,HND,Venezuela,Honduras,9,16,25
2021,VEN,ISL,Venezuela,Iceland,429,190,619
2021,VEN,IND,Venezuela,India,5,6,11
2021,VEN,IDN,Venezuela,Indonesia,0,5,5
2021,VEN,IRL,Venezuela,Ireland,140,61,201
2021,VEN,ISR,Venezuela,Israel,0,5,5
2021,VEN,ITA,Venezuela,Italy,2906,391,3297
2021,VEN,JAM,Venezuela,Jamaica,0,0,0
2021,VEN,JOR,Venezuela,Jordan,0,5,5
2021,VEN,KGZ,Venezuela,Kyrgyzstan,0,5,5
2021,VEN,KOR,Venezuela,Rep. of Korea,0,12,12
2021,VEN,LBN,Venezuela,Lebanon,0,5,5
2021,VEN,LUX,Venezuela,Luxembourg,8,100,108
2021,VEN,MEX,Venezuela,Mexico,16585,9212,25797
2021,VEN,MNE,Venezuela,Montenegro,0,5,5
2021,VEN,MLT,Venezuela,Malta,24,58,82
2021,VEN,NLD,Venezuela,Netherlands (Kingdom of the),107,67,174
2021,VEN,NOR,Venezuela,Norway,19,22,41
2021,VEN,NZL,Venezuela,New Zealand,5,0,5
2021,VEN,PAN,Venezuela,Panama,61,2453,2514
2021,VEN,PRY,Venezuela,Paraguay,3412,440,3852
2021,VEN,PER,Venezuela,Peru,4098,531822,535920
2021,VEN,POL,Venezuela,Poland,17,0,17
2021,VEN,PRT,Venezuela,Portugal,0,76,76
2021,VEN,SLV,Venezuela,El Salvador,12,13,25
