Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,Asylum-seekers,IDPs,"Other people in need of international protection","Stateless persons","Host community","Others of concern"
2019,"United States of America",Panama,USA,PAN,13,105,0,0,0,0,0
2020,Brazil,Panama,BRA,PAN,0,8,0,0,0,0,0
2020,Canada,Panama,CAN,PAN,21,0,0,0,0,0,0
2020,"Costa Rica",Panama,CRI,PAN,5,17,0,0,0,0,0
2020,Mexico,Panama,MEX,PAN,20,58,0,0,0,0,0
2020,Peru,Panama,PER,PAN,0,11,0,0,0,0,0
2020,Spain,Panama,ESP,PAN,12,95,0,0,0,0,0
2020,"United States of America",Panama,USA,PAN,12,126,0,0,0,0,0
2021,Brazil,Panama,BRA,PAN,0,9,0,0,0,0,0
2021,Canada,Panama,CAN,PAN,24,14,0,0,0,0,0
2021,"Costa Rica",Panama,CRI,PAN,6,56,0,0,0,0,0
2021,Ecuador,Panama,ECU,PAN,5,0,0,0,0,0,0
2021,Germany,Panama,DEU,PAN,0,5,0,0,0,0,0
2021,Guatemala,Panama,GTM,PAN,0,5,0,0,0,0,0
2021,Mexico,Panama,MEX,PAN,53,106,0,0,0,0,0
2021,Panama,Panama,PAN,PAN,0,0,0,0,0,14521,0
2021,Peru,Panama,PER,PAN,0,11,0,0,0,0,0
2021,Spain,Panama,ESP,PAN,19,120,0,0,0,0,0
2021,"United States of America",Panama,USA,PAN,11,186,0,0,0,0,0
2024,Brazil,Panama,BRA,PAN,0,8,0,0,0,0,0
2024,Canada,Panama,CAN,PAN,57,125,0,0,0,0,0
2024,"Costa Rica",Panama,CRI,PAN,15,126,0,0,0,0,0
2024,Ecuador,Panama,ECU,PAN,5,0,0,0,0,0,0
2024,"United Kingdom of Great Britain and Northern Ireland",Panama,GBR,PAN,0,14,0,0,0,0,0
2024,Germany,Panama,DEU,PAN,7,16,0,0,0,0,0
2024,Iceland,Panama,ISL,PAN,5,0,0,0,0,0,0
2024,Ireland,Panama,IRL,PAN,5,22,0,0,0,0,0
2024,Italy,Panama,ITA,PAN,5,26,0,0,0,0,0
2024,Mexico,Panama,MEX,PAN,81,192,0,0,0,0,0
2024,"Netherlands (Kingdom of the)",Panama,NLD,PAN,0,6,0,0,0,0,0
2024,Panama,Panama,PAN,PAN,0,0,0,0,0,2236,0
2024,Peru,Panama,PER,PAN,0,19,0,0,0,0,0
2024,Spain,Panama,ESP,PAN,116,230,0,0,0,0,0
2024,Switzerland,Panama,CHE,PAN,0,5,0,0,0,0,0
2024,"United States of America",Panama,USA,PAN,37,1838,0,0,0,0,0
2023,Brazil,Panama,BRA,PAN,0,6,0,0,0,0,0
2023,Canada,Panama,CAN,PAN,12,106,0,0,0,0,0
2023,"Costa Rica",Panama,CRI,PAN,6,105,0,0,0,0,0
2023,Ecuador,Panama,ECU,PAN,5,0,0,0,0,0,0
2023,"United Kingdom of Great Britain and Northern Ireland",Panama,GBR,PAN,0,10,0,0,0,0,0
2023,Germany,Panama,DEU,PAN,5,18,0,0,0,0,0
2023,Iceland,Panama,ISL,PAN,5,0,0,0,0,0,0
2023,Ireland,Panama,IRL,PAN,0,11,0,0,0,0,0
2023,Italy,Panama,ITA,PAN,5,9,0,0,0,0,0
2023,Mexico,Panama,MEX,PAN,77,182,0,0,0,0,0
2023,Norway,Panama,NOR,PAN,0,5,0,0,0,0,0
2023,Panama,Panama,PAN,PAN,0,0,0,0,0,14521,0
2023,Peru,Panama,PER,PAN,0,18,0,0,0,0,0
2023,Spain,Panama,ESP,PAN,90,195,0,0,0,0,0
2023,"United States of America",Panama,USA,PAN,28,1226,0,0,0,0,0
2022,Belgium,Panama,BEL,PAN,0,5,0,0,0,0,0
2022,Brazil,Panama,BRA,PAN,0,7,0,0,0,0,0
2022,Canada,Panama,CAN,PAN,5,53,0,0,0,0,0
2022,"Costa Rica",Panama,CRI,PAN,6,99,0,0,0,0,0
2022,Ecuador,Panama,ECU,PAN,5,0,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland",Panama,GBR,PAN,0,6,0,0,0,0,0
2022,Germany,Panama,DEU,PAN,0,15,0,0,0,0,0
2022,Iceland,Panama,ISL,PAN,5,0,0,0,0,0,0
2022,Ireland,Panama,IRL,PAN,0,7,0,0,0,0,0
2022,Italy,Panama,ITA,PAN,0,6,0,0,0,0,0
2022,Mexico,Panama,MEX,PAN,65,184,0,0,0,0,0
2022,Panama,Panama,PAN,PAN,0,0,0,0,0,96800,0
2022,Peru,Panama,PER,PAN,0,11,0,0,0,0,0
2022,Spain,Panama,ESP,PAN,35,120,0,0,0,0,0
2022,"United States of America",Panama,USA,PAN,19,504,0,0,0,0,0
2024,Mexico,"Puerto Rico",MEX,PRI,0,5,0,0,0,0,0
2023,Mexico,"Puerto Rico",MEX,PRI,0,5,0,0,0,0,0
2019,Argentina,"El Salvador",ARG,SLV,32,42,0,0,0,0,0
2019,Australia,"El Salvador",AUS,SLV,8,26,0,0,0,0,0
2019,Belgium,"El Salvador",BEL,SLV,389,162,0,0,0,0,0
2019,Brazil,"El Salvador",BRA,SLV,60,0,0,0,0,0,0
2019,Belize,"El Salvador",BLZ,SLV,24,1259,0,0,0,0,0
2019,Canada,"El Salvador",CAN,SLV,1547,700,0,0,0,0,0
2019,Chile,"El Salvador",CHL,SLV,9,27,0,0,0,0,0
2019,Colombia,"El Salvador",COL,SLV,11,0,0,0,0,0,0
2019,"Costa Rica","El Salvador",CRI,SLV,1155,854,0,0,0,0,16
2019,Denmark,"El Salvador",DNK,SLV,5,6,0,0,0,0,0
2019,Ecuador,"El Salvador",ECU,SLV,33,10,0,0,0,0,0
2019,Finland,"El Salvador",FIN,SLV,10,5,0,0,0,0,0
2019,France,"El Salvador",FRA,SLV,66,6,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland","El Salvador",GBR,SLV,304,998,0,0,0,0,0
2019,Germany,"El Salvador",DEU,SLV,85,41,0,0,0,0,0
2019,Greece,"El Salvador",GRC,SLV,12,0,0,0,0,0,0
2019,Guatemala,"El Salvador",GTM,SLV,230,175,0,0,0,0,0
2019,Honduras,"El Salvador",HND,SLV,22,5,0,0,0,0,0
2019,Iceland,"El Salvador",ISL,SLV,16,0,0,0,0,0,0
2019,Ireland,"El Salvador",IRL,SLV,5,18,0,0,0,0,0
2019,Italy,"El Salvador",ITA,SLV,3291,1136,0,0,0,0,0
2019,Mexico,"El Salvador",MEX,SLV,7244,9563,0,0,0,0,25927
2019,Malta,"El Salvador",MLT,SLV,0,5,0,0,0,0,0
2019,"Netherlands (Kingdom of the)","El Salvador",NLD,SLV,0,34,0,0,0,0,0
2019,Nicaragua,"El Salvador",NIC,SLV,219,100,0,0,0,0,449
2019,Norway,"El Salvador",NOR,SLV,10,0,0,0,0,0,0
2019,"New Zealand","El Salvador",NZL,SLV,5,0,0,0,0,0,0
2019,Panama,"El Salvador",PAN,SLV,344,1357,0,0,0,0,0
2019,Paraguay,"El Salvador",PRY,SLV,13,0,0,0,0,0,0
2019,Peru,"El Salvador",PER,SLV,6,8,0,0,0,0,0
2019,"El Salvador","El Salvador",SLV,SLV,0,0,71500,0,0,0,6800
2019,Spain,"El Salvador",ESP,SLV,274,6095,0,0,0,0,0
2019,Sweden,"El Salvador",SWE,SLV,127,215,0,0,0,0,0
2019,Switzerland,"El Salvador",CHE,SLV,7,8,0,0,0,0,0
2019,Uruguay,"El Salvador",URY,SLV,37,18,0,0,0,0,0
2019,"United States of America","El Salvador",USA,SLV,26216,113404,0,0,0,0,0
2020,Argentina,"El Salvador",ARG,SLV,46,34,0,0,0,0,0
2020,Australia,"El Salvador",AUS,SLV,10,30,0,0,0,0,0
2020,Belgium,"El Salvador",BEL,SLV,442,1570,0,0,0,0,0
2020,Brazil,"El Salvador",BRA,SLV,59,5,0,0,0,0,0
2020,Belize,"El Salvador",BLZ,SLV,24,1309,0,0,0,0,0
2020,Canada,"El Salvador",CAN,SLV,1540,570,0,0,0,0,0
2020,Chile,"El Salvador",CHL,SLV,9,27,0,0,0,0,0
2020,Colombia,"El Salvador",COL,SLV,11,0,0,0,0,0,0
2020,"Costa Rica","El Salvador",CRI,SLV,1384,141,0,0,0,0,0
2020,Denmark,"El Salvador",DNK,SLV,5,0,0,0,0,0,0
2020,Ecuador,"El Salvador",ECU,SLV,23,8,0,0,0,0,0
2020,Finland,"El Salvador",FIN,SLV,10,5,0,0,0,0,0
2020,France,"El Salvador",FRA,SLV,75,7,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland","El Salvador",GBR,SLV,551,1598,0,0,0,0,0
2020,Germany,"El Salvador",DEU,SLV,121,43,0,0,0,0,0
2020,Greece,"El Salvador",GRC,SLV,12,0,0,0,0,0,0
2020,Guatemala,"El Salvador",GTM,SLV,265,222,0,0,0,0,4897
2020,Honduras,"El Salvador",HND,SLV,22,9,0,0,0,0,0
2020,Iceland,"El Salvador",ISL,SLV,18,0,0,0,0,0,0
2020,Ireland,"El Salvador",IRL,SLV,13,28,0,0,0,0,0
2020,Italy,"El Salvador",ITA,SLV,2826,1298,0,0,0,0,0
2020,Mexico,"El Salvador",MEX,SLV,9231,10793,0,0,0,0,13132
2020,Malta,"El Salvador",MLT,SLV,0,5,0,0,0,0,0
2020,"Netherlands (Kingdom of the)","El Salvador",NLD,SLV,5,48,0,0,0,0,0
2020,Nicaragua,"El Salvador",NIC,SLV,210,100,0,0,0,0,497
2020,Norway,"El Salvador",NOR,SLV,10,0,0,0,0,0,0
2020,"New Zealand","El Salvador",NZL,SLV,5,0,0,0,0,0,0
2020,Panama,"El Salvador",PAN,SLV,363,972,0,0,0,0,0
2020,Paraguay,"El Salvador",PRY,SLV,13,5,0,0,0,0,0
2020,Peru,"El Salvador",PER,SLV,9,5,0,0,0,0,0
2020,"El Salvador","El Salvador",SLV,SLV,0,0,71500,0,0,0,1700
2020,Spain,"El Salvador",ESP,SLV,698,4370,0,0,0,0,0
2020,Sweden,"El Salvador",SWE,SLV,146,74,0,0,0,0,0
2020,Switzerland,"El Salvador",CHE,SLV,8,5,0,0,0,0,0
2020,Uruguay,"El Salvador",URY,SLV,42,13,0,0,0,0,0
2020,"United States of America","El Salvador",USA,SLV,27434,126248,0,0,0,0,0
2021,Argentina,"El Salvador",ARG,SLV,47,36,0,0,0,0,0
2021,Australia,"El Salvador",AUS,SLV,12,30,0,0,0,0,0
2021,Belgium,"El Salvador",BEL,SLV,542,595,0,0,0,0,0
2021,Brazil,"El Salvador",BRA,SLV,59,6,0,0,0,0,0
2021,Belize,"El Salvador",BLZ,SLV,70,1156,0,0,0,0,0
2021,Canada,"El Salvador",CAN,SLV,1604,431,0,0,0,0,0
2021,Chile,"El Salvador",CHL,SLV,9,27,0,0,0,0,0
2021,Colombia,"El Salvador",COL,SLV,7,5,0,0,0,0,0
2021,"Costa Rica","El Salvador",CRI,SLV,1529,53,0,0,0,0,0
2021,Denmark,"El Salvador",DNK,SLV,5,0,0,0,0,0,0
2021,Ecuador,"El Salvador",ECU,SLV,27,5,0,0,0,0,0
2021,Finland,"El Salvador",FIN,SLV,10,5,0,0,0,0,0
2021,France,"El Salvador",FRA,SLV,111,5,0,0,0,0,0
2021,"United Kingdom of Great Britain and Northern Ireland","El Salvador",GBR,SLV,820,2287,0,0,0,0,0
2021,Germany,"El Salvador",DEU,SLV,143,65,0,0,0,0,0
2021,Greece,"El Salvador",GRC,SLV,12,0,0,0,0,0,0
2021,Guatemala,"El Salvador",GTM,SLV,278,485,0,0,0,0,18932
2021,Honduras,"El Salvador",HND,SLV,22,0,0,0,0,0,0
2021,Iceland,"El Salvador",ISL,SLV,20,0,0,0,0,0,0
2021,Ireland,"El Salvador",IRL,SLV,34,42,0,0,0,0,0
2021,Italy,"El Salvador",ITA,SLV,3718,634,0,0,0,0,0
2021,Mexico,"El Salvador",MEX,SLV,12265,11443,0,0,0,0,33501
2021,Malta,"El Salvador",MLT,SLV,0,5,0,0,0,0,0
2021,"Netherlands (Kingdom of the)","El Salvador",NLD,SLV,38,30,0,0,0,0,0
2021,Nicaragua,"El Salvador",NIC,SLV,212,100,0,0,0,0,516
2021,Norway,"El Salvador",NOR,SLV,9,0,0,0,0,0,0
2021,Panama,"El Salvador",PAN,SLV,363,952,0,0,0,0,0
2021,Paraguay,"El Salvador",PRY,SLV,12,5,0,0,0,0,0
2021,Peru,"El Salvador",PER,SLV,10,5,0,0,0,0,0
2021,"El Salvador","El Salvador",SLV,SLV,0,0,71500,0,0,391,2634
2021,Spain,"El Salvador",ESP,SLV,859,3540,0,0,0,0,0
2021,Sweden,"El Salvador",SWE,SLV,142,43,0,0,0,0,0
2021,Switzerland,"El Salvador",CHE,SLV,8,5,0,0,0,0,0
2021,Uruguay,"El Salvador",URY,SLV,48,7,0,0,0,0,0
2021,"United States of America","El Salvador",USA,SLV,28996,131244,0,0,0,0,0
2024,Argentina,"El Salvador",ARG,SLV,55,18,0,0,0,0,0
2024,Australia,"El Salvador",AUS,SLV,0,24,0,0,0,0,0
2024,Belgium,"El Salvador",BEL,SLV,445,410,0,0,0,0,0
2024,Brazil,"El Salvador",BRA,SLV,41,27,0,0,0,0,0
2024,Belize,"El Salvador",BLZ,SLV,156,1125,0,0,0,0,0
2024,Canada,"El Salvador",CAN,SLV,831,298,0,0,0,0,0
2024,Chile,"El Salvador",CHL,SLV,9,27,0,0,0,0,0
2024,Colombia,"El Salvador",COL,SLV,7,0,0,0,0,0,0
2024,"Costa Rica","El Salvador",CRI,SLV,1370,1153,0,0,0,0,0
2024,Denmark,"El Salvador",DNK,SLV,5,0,0,0,0,0,0
2024,Ecuador,"El Salvador",ECU,SLV,38,0,0,0,0,0,0
2024,Finland,"El Salvador",FIN,SLV,5,5,0,0,0,0,0
2024,France,"El Salvador",FRA,SLV,172,5,0,0,0,0,0
2024,"United Kingdom of Great Britain and Northern Ireland","El Salvador",GBR,SLV,3690,237,0,0,0,0,0
2024,Germany,"El Salvador",DEU,SLV,272,200,0,0,0,0,0
2024,Greece,"El Salvador",GRC,SLV,5,5,0,0,0,0,0
2024,Guatemala,"El Salvador",GTM,SLV,569,567,0,0,0,0,1926
2024,Honduras,"El Salvador",HND,SLV,27,0,0,0,0,0,0
2024,Iceland,"El Salvador",ISL,SLV,7,5,0,0,0,0,0
2024,Ireland,"El Salvador",IRL,SLV,210,273,0,0,0,0,0
2024,Italy,"El Salvador",ITA,SLV,4266,2326,0,0,0,0,0
2024,Luxembourg,"El Salvador",LUX,SLV,0,5,0,0,0,0,0
2024,Mexico,"El Salvador",MEX,SLV,21016,12056,0,0,0,0,5056
2024,"Netherlands (Kingdom of the)","El Salvador",NLD,SLV,81,45,0,0,0,0,0
2024,Norway,"El Salvador",NOR,SLV,18,14,0,0,0,0,0
2024,Panama,"El Salvador",PAN,SLV,733,178,0,0,0,0,0
2024,Paraguay,"El Salvador",PRY,SLV,12,0,0,0,0,0,0
2024,Peru,"El Salvador",PER,SLV,10,23,0,0,0,0,0
2024,"El Salvador","El Salvador",SLV,SLV,0,0,71500,0,0,255433,114393
2024,Spain,"El Salvador",ESP,SLV,1723,2245,0,0,0,0,0
2024,Sweden,"El Salvador",SWE,SLV,157,17,0,0,0,0,0
2024,Switzerland,"El Salvador",CHE,SLV,21,14,0,0,0,0,0
2024,Uruguay,"El Salvador",URY,SLV,48,12,0,0,0,0,0
2024,"United States of America","El Salvador",USA,SLV,35766,115460,0,0,0,0,0
2023,Argentina,"El Salvador",ARG,SLV,50,32,0,0,0,0,0
2023,Australia,"El Salvador",AUS,SLV,0,22,0,0,0,0,0
2023,Belgium,"El Salvador",BEL,SLV,517,365,0,0,0,0,0
2023,Brazil,"El Salvador",BRA,SLV,34,27,0,0,0,0,0
2023,Belize,"El Salvador",BLZ,SLV,140,1131,0,0,0,0,0
2023,Canada,"El Salvador",CAN,SLV,673,298,0,0,0,0,0
2023,Chile,"El Salvador",CHL,SLV,9,27,0,0,0,0,0
2023,Colombia,"El Salvador",COL,SLV,7,0,0,0,0,0,0
2023,"Costa Rica","El Salvador",CRI,SLV,1638,84,0,0,0,0,11
2023,Denmark,"El Salvador",DNK,SLV,5,0,0,0,0,0,0
2023,Ecuador,"El Salvador",ECU,SLV,27,0,0,0,0,0,0
2023,Finland,"El Salvador",FIN,SLV,10,16,0,0,0,0,0
2023,France,"El Salvador",FRA,SLV,141,31,0,0,0,0,0
2023,"United Kingdom of Great Britain and Northern Ireland","El Salvador",GBR,SLV,3610,307,0,0,0,0,0
2023,Germany,"El Salvador",DEU,SLV,266,249,0,0,0,0,0
2023,Greece,"El Salvador",GRC,SLV,11,5,0,0,0,0,0
2023,Guatemala,"El Salvador",GTM,SLV,469,455,0,0,0,0,1766
2023,Honduras,"El Salvador",HND,SLV,26,5,0,0,0,0,0
2023,Iceland,"El Salvador",ISL,SLV,25,10,0,0,0,0,0
2023,Ireland,"El Salvador",IRL,SLV,150,238,0,0,0,0,0
2023,Italy,"El Salvador",ITA,SLV,4197,1418,0,0,0,0,0
2023,Luxembourg,"El Salvador",LUX,SLV,0,5,0,0,0,0,0
2023,Mexico,"El Salvador",MEX,SLV,18996,11548,0,0,0,0,11416
2023,"Netherlands (Kingdom of the)","El Salvador",NLD,SLV,94,66,0,0,0,0,0
2023,Nicaragua,"El Salvador",NIC,SLV,210,98,0,0,0,0,505
2023,Norway,"El Salvador",NOR,SLV,15,11,0,0,0,0,0
2023,Panama,"El Salvador",PAN,SLV,443,823,0,0,0,0,0
2023,Paraguay,"El Salvador",PRY,SLV,12,0,0,0,0,0,0
2023,Peru,"El Salvador",PER,SLV,10,22,0,0,0,0,0
2023,"El Salvador","El Salvador",SLV,SLV,0,0,71500,0,0,346175,118591
2023,Spain,"El Salvador",ESP,SLV,1576,3205,0,0,0,0,0
2023,Sweden,"El Salvador",SWE,SLV,125,57,0,0,0,0,0
2023,Switzerland,"El Salvador",CHE,SLV,16,26,0,0,0,0,0
2023,Uruguay,"El Salvador",URY,SLV,48,13,0,0,0,0,0
2023,"United States of America","El Salvador",USA,SLV,35083,112448,0,0,0,0,0
2022,Argentina,"El Salvador",ARG,SLV,50,35,0,0,0,0,0
2022,Australia,"El Salvador",AUS,SLV,14,29,0,0,0,0,0
2022,Belgium,"El Salvador",BEL,SLV,526,425,0,0,0,0,0
2022,Brazil,"El Salvador",BRA,SLV,62,5,0,0,0,0,0
2022,Belize,"El Salvador",BLZ,SLV,112,1137,0,0,0,0,0
2022,Canada,"El Salvador",CAN,SLV,630,369,0,0,0,0,0
2022,Chile,"El Salvador",CHL,SLV,9,27,0,0,0,0,0
2022,Colombia,"El Salvador",COL,SLV,7,0,0,0,0,0,0
2022,"Costa Rica","El Salvador",CRI,SLV,1637,188,0,0,0,0,18
2022,Denmark,"El Salvador",DNK,SLV,5,0,0,0,0,0,0
2022,Ecuador,"El Salvador",ECU,SLV,27,7,0,0,0,0,0
2022,Finland,"El Salvador",FIN,SLV,10,17,0,0,0,0,0
2022,France,"El Salvador",FRA,SLV,126,22,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland","El Salvador",GBR,SLV,1168,2709,0,0,0,0,0
2022,Germany,"El Salvador",DEU,SLV,210,153,0,0,0,0,0
2022,Greece,"El Salvador",GRC,SLV,12,0,0,0,0,0,0
2022,Guatemala,"El Salvador",GTM,SLV,366,475,0,0,0,0,5155
2022,Honduras,"El Salvador",HND,SLV,26,13,0,0,0,0,0
2022,Iceland,"El Salvador",ISL,SLV,25,5,0,0,0,0,0
2022,Ireland,"El Salvador",IRL,SLV,121,129,0,0,0,0,0
2022,Italy,"El Salvador",ITA,SLV,4084,1083,0,0,0,0,0
2022,Luxembourg,"El Salvador",LUX,SLV,0,10,0,0,0,0,0
2022,Mexico,"El Salvador",MEX,SLV,15125,14206,0,0,0,0,41626
2022,"Netherlands (Kingdom of the)","El Salvador",NLD,SLV,84,74,0,0,0,0,0
2022,Nicaragua,"El Salvador",NIC,SLV,211,98,0,0,0,0,500
2022,Norway,"El Salvador",NOR,SLV,10,10,0,0,0,0,0
2022,Panama,"El Salvador",PAN,SLV,393,860,0,0,0,0,0
2022,Paraguay,"El Salvador",PRY,SLV,12,5,0,0,0,0,0
2022,Peru,"El Salvador",PER,SLV,10,0,0,0,0,0,0
2022,"El Salvador","El Salvador",SLV,SLV,0,0,71500,0,0,85061,6205
2022,Spain,"El Salvador",ESP,SLV,1209,3765,0,0,0,0,0
2022,Sweden,"El Salvador",SWE,SLV,138,108,0,0,0,0,0
2022,Switzerland,"El Salvador",CHE,SLV,11,13,0,0,0,0,0
2022,Uruguay,"El Salvador",URY,SLV,48,6,0,0,0,0,0
2022,"United States of America","El Salvador",USA,SLV,32143,122775,0,0,0,0,0
2019,Brazil,Suriname,BRA,SUR,0,17,0,0,0,0,0
2019,Canada,Suriname,CAN,SUR,0,7,0,0,0,0,0
2019,France,Suriname,FRA,SUR,5,6,0,0,0,0,0
2019,"Netherlands (Kingdom of the)",Suriname,NLD,SUR,0,5,0,0,0,0,0
2019,"United States of America",Suriname,USA,SUR,12,37,0,0,0,0,0
2020,Belgium,Suriname,BEL,SUR,0,60,0,0,0,0,0
2020,Brazil,Suriname,BRA,SUR,0,22,0,0,0,0,0
2020,France,Suriname,FRA,SUR,5,7,0,0,0,0,0
2020,"Netherlands (Kingdom of the)",Suriname,NLD,SUR,0,13,0,0,0,0,0
2020,"United States of America",Suriname,USA,SUR,12,44,0,0,0,0,0
2021,Belgium,Suriname,BEL,SUR,0,15,0,0,0,0,0
2021,Brazil,Suriname,BRA,SUR,0,23,0,0,0,0,0
2021,Canada,Suriname,CAN,SUR,0,5,0,0,0,0,0
2021,France,Suriname,FRA,SUR,11,17,0,0,0,0,0
2021,"United States of America",Suriname,USA,SUR,11,58,0,0,0,0,0
2024,Belgium,Suriname,BEL,SUR,0,36,0,0,0,0,0
2024,Brazil,Suriname,BRA,SUR,0,46,0,0,0,0,0
2024,Canada,Suriname,CAN,SUR,7,9,0,0,0,0,0
2024,France,Suriname,FRA,SUR,24,15,0,0,0,0,0
2024,Mexico,Suriname,MEX,SUR,0,21,0,0,0,0,0
2024,"Netherlands (Kingdom of the)",Suriname,NLD,SUR,7,10,0,0,0,0,0
2024,Uruguay,Suriname,URY,SUR,0,9,0,0,0,0,0
2024,"United States of America",Suriname,USA,SUR,12,105,0,0,0,0,0
2023,Belgium,Suriname,BEL,SUR,0,35,0,0,0,0,0
2023,Brazil,Suriname,BRA,SUR,0,27,0,0,0,0,0
2023,Canada,Suriname,CAN,SUR,6,5,0,0,0,0,0
2023,France,Suriname,FRA,SUR,17,7,0,0,0,0,0
2023,Mexico,Suriname,MEX,SUR,0,22,0,0,0,0,0
2023,"Netherlands (Kingdom of the)",Suriname,NLD,SUR,7,5,0,0,0,0,0
2023,Suriname,Suriname,SUR,SUR,0,0,0,0,0,0,5
2023,Uruguay,Suriname,URY,SUR,0,5,0,0,0,0,0
2023,"United States of America",Suriname,USA,SUR,12,73,0,0,0,0,0
2022,Belgium,Suriname,BEL,SUR,0,20,0,0,0,0,0
2022,Brazil,Suriname,BRA,SUR,0,30,0,0,0,0,0
2022,Canada,Suriname,CAN,SUR,0,10,0,0,0,0,0
2022,France,Suriname,FRA,SUR,14,10,0,0,0,0,0
2022,Mexico,Suriname,MEX,SUR,0,12,0,0,0,0,0
2022,"Netherlands (Kingdom of the)",Suriname,NLD,SUR,9,7,0,0,0,0,0
2022,Suriname,Suriname,SUR,SUR,0,0,0,0,0,0,5
2022,"United States of America",Suriname,USA,SUR,12,58,0,0,0,0,0
2019,Barbados,"Trinidad and Tobago",BRB,TTO,0,5,0,0,0,0,0
2019,Brazil,"Trinidad and Tobago",BRA,TTO,0,7,0,0,0,0,0
2019,Canada,"Trinidad and Tobago",CAN,TTO,87,53,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland","Trinidad and Tobago",GBR,TTO,89,92,0,0,0,0,0
2019,Germany,"Trinidad and Tobago",DEU,TTO,5,5,0,0,0,0,0
2019,Ireland,"Trinidad and Tobago",IRL,TTO,0,5,0,0,0,0,0
2019,"Netherlands (Kingdom of the)","Trinidad and Tobago",NLD,TTO,77,12,0,0,0,0,0
2019,Spain,"Trinidad and Tobago",ESP,TTO,0,5,0,0,0,0,0
2019,"Trinidad and Tobago","Trinidad and Tobago",TTO,TTO,0,0,0,0,0,0,200
2019,"United States of America","Trinidad and Tobago",USA,TTO,49,224,0,0,0,0,0
2020,Brazil,"Trinidad and Tobago",BRA,TTO,0,7,0,0,0,0,0
2020,Canada,"Trinidad and Tobago",CAN,TTO,66,47,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland","Trinidad and Tobago",GBR,TTO,97,106,0,0,0,0,0
2020,Germany,"Trinidad and Tobago",DEU,TTO,5,10,0,0,0,0,0
2020,Ireland,"Trinidad and Tobago",IRL,TTO,0,5,0,0,0,0,0
2020,"Netherlands (Kingdom of the)","Trinidad and Tobago",NLD,TTO,80,5,0,0,0,0,0
2020,Spain,"Trinidad and Tobago",ESP,TTO,5,0,0,0,0,0,0
2020,"Trinidad and Tobago","Trinidad and Tobago",TTO,TTO,0,0,0,0,0,0,393
2020,"United States of America","Trinidad and Tobago",USA,TTO,42,234,0,0,0,0,0
2021,Brazil,"Trinidad and Tobago",BRA,TTO,0,7,0,0,0,0,0
2021,Canada,"Trinidad and Tobago",CAN,TTO,51,37,0,0,0,0,0
2021,"United Kingdom of Great Britain and Northern Ireland","Trinidad and Tobago",GBR,TTO,99,154,0,0,0,0,0
2021,Germany,"Trinidad and Tobago",DEU,TTO,7,5,0,0,0,0,0
2021,"Netherlands (Kingdom of the)","Trinidad and Tobago",NLD,TTO,83,12,0,0,0,0,0
2021,Spain,"Trinidad and Tobago",ESP,TTO,5,5,0,0,0,0,0
2021,"Trinidad and Tobago","Trinidad and Tobago",TTO,TTO,0,0,0,0,0,4605,590
2021,"United States of America","Trinidad and Tobago",USA,TTO,40,288,0,0,0,0,0
2024,Belgium,"Trinidad and Tobago",BEL,TTO,0,7,0,0,0,0,0
2024,Brazil,"Trinidad and Tobago",BRA,TTO,6,27,0,0,0,0,0
2024,Canada,"Trinidad and Tobago",CAN,TTO,123,201,0,0,0,0,0
2024,"United Kingdom of Great Britain and Northern Ireland","Trinidad and Tobago",GBR,TTO,206,469,0,0,0,0,0
2024,Germany,"Trinidad and Tobago",DEU,TTO,9,11,0,0,0,0,0
2024,Ireland,"Trinidad and Tobago",IRL,TTO,0,5,0,0,0,0,0
2024,Italy,"Trinidad and Tobago",ITA,TTO,0,5,0,0,0,0,0
2024,Mexico,"Trinidad and Tobago",MEX,TTO,5,12,0,0,0,0,0
2024,"Netherlands (Kingdom of the)","Trinidad and Tobago",NLD,TTO,79,19,0,0,0,0,0
2024,Spain,"Trinidad and Tobago",ESP,TTO,9,10,0,0,0,0,0
2024,"Trinidad and Tobago","Trinidad and Tobago",TTO,TTO,0,0,0,0,0,711,1333
2024,"United States of America","Trinidad and Tobago",USA,TTO,37,344,0,0,0,0,0
2023,Brazil,"Trinidad and Tobago",BRA,TTO,0,28,0,0,0,0,0
2023,Canada,"Trinidad and Tobago",CAN,TTO,55,96,0,0,0,0,0
2023,"United Kingdom of Great Britain and Northern Ireland","Trinidad and Tobago",GBR,TTO,146,368,0,0,0,0,0
2023,Germany,"Trinidad and Tobago",DEU,TTO,9,7,0,0,0,0,0
2023,Mexico,"Trinidad and Tobago",MEX,TTO,5,8,0,0,0,0,0
2023,"Netherlands (Kingdom of the)","Trinidad and Tobago",NLD,TTO,88,13,0,0,0,0,0
2023,Spain,"Trinidad and Tobago",ESP,TTO,9,5,0,0,0,0,0
2023,"Trinidad and Tobago","Trinidad and Tobago",TTO,TTO,0,0,0,0,0,5433,1040
